cellline,drug,ic50,tissue
ACH-000978,448013,-4.253895,UCEC
ACH-000900,10390396,1.554857,LUAD
ACH-000439,3385,4.913281,LAML
ACH-000144,10113978,4.555923,STAD
ACH-000191,24894414,3.309293,THCA
ACH-000287,11617559,4.255589,DLBC
ACH-000830,8249,7.564558,SCLC
ACH-000853,9911830,0.885282,NA
ACH-000267,9874913,4.943773,NA
ACH-000986,66577006,4.730815,COAD/READ
ACH-000242,11178236,-2.77122,BLCA
ACH-000514,24785538,0.586925,SCLC
ACH-000699,159324,2.026851,BRCA
ACH-000554,11617559,6.140968,BRCA
ACH-000627,49806720,3.885202,NA
ACH-000260,25126798,4.336644,NB
ACH-000929,637858,2.011265,UNABLE TO CLASSIFY
ACH-000816,6450816,-4.046734,SCLC
ACH-000751,8249,4.728013,LAML
ACH-000589,24772860,1.244009,LUAD
ACH-000788,6918638,2.140816,SKCM
ACH-000882,6918638,-1.230959,SKCM
ACH-000447,56965967,3.918961,LUAD
ACH-000287,9910224,4.825263,DLBC
ACH-000754,11754511,3.954827,NA
ACH-000693,25102847,1.126971,ESCA
ACH-000441,6852167,2.902922,SKCM
ACH-000243,4263900,4.594436,PAAD
ACH-000012,10200390,3.156012,LUAD
ACH-000040,25195352,5.668771,GBM
ACH-000932,10390396,3.580831,STAD
ACH-000371,16663089,3.346347,DLBC
ACH-000718,71271629,4.224361,LUAD
ACH-000308,2375,4.767387,OV
ACH-000488,11373846,5.214485,ESCA
ACH-000001,2375,2.849307,OV
ACH-000301,5329102,1.027885,LCML
ACH-000257,11640390,2.892972,SCLC
ACH-000288,11707110,-0.394327,BRCA
ACH-000740,5384616,0.246391,HNSC
ACH-000124,637858,1.804842,DLBC
ACH-000652,82146,3.51733,PAAD
ACH-000613,24756910,3.680284,SARC
ACH-000559,76044,1.320234,SCLC
ACH-000824,31703,-4.07747,ESCA
ACH-000657,53340664,1.852119,UNABLE TO CLASSIFY
ACH-000004,10109823,1.500918,LAML
ACH-000816,5289247,4.266886,SCLC
ACH-000381,56965967,3.674747,COAD/READ
ACH-000012,10390396,2.353778,LUAD
ACH-001307,53394750,4.393291,THCA
ACH-000254,24772860,-0.669749,HNSC
ACH-000075,5494449,3.426187,GBM
ACH-000470,6450816,-0.694118,COAD/READ
ACH-000871,25022668,2.732006,SCLC
ACH-000783,46885626,2.464759,BRCA
ACH-000058,53394750,5.823977,THCA
ACH-000817,11493598,4.250071,MM
ACH-000432,49836027,-3.570655,LCML
ACH-000244,11617559,6.63873,GBM
ACH-000938,9967941,3.931619,ALL
ACH-000111,637858,1.418535,BRCA
ACH-000115,6918848,-2.474514,PRAD
ACH-000115,44224160,0.49088,PRAD
ACH-000059,24772860,-2.254376,ALL
ACH-000070,49806720,2.010903,ALL
ACH-000001,9810884,5.839859,OV
ACH-000055,24785538,1.108904,MB
ACH-000042,3385,2.211765,PAAD
ACH-000706,10200390,3.576065,LUAD
ACH-000098,46931012,3.595138,LGG
ACH-000650,9884685,4.522731,SKCM
ACH-000719,24756910,-1.904917,OV
ACH-000781,9911830,1.033079,LUAD
ACH-000222,25257557,5.22334,PAAD
ACH-000365,8249,3.59518,DLBC
ACH-000670,10113978,3.872391,SCLC
ACH-000720,24772860,-1.480138,BLCA
ACH-000778,11485656,1.736071,HNSC
ACH-000927,24951314,0.481028,BRCA
ACH-000242,66577006,4.678688,BLCA
ACH-000603,10113978,2.142481,UNABLE TO CLASSIFY
ACH-000864,25124816,2.192499,UCEC
ACH-000896,9863776,0.570255,BLCA
ACH-000181,16722836,2.104429,HNSC
ACH-000392,31703,-3.052805,LUAD
ACH-000040,6445562,4.234755,GBM
ACH-000355,2375,2.322509,SCLC
ACH-000464,637858,2.603034,GBM
ACH-000091,11338033,1.073184,OV
ACH-000802,5394,4.008199,BLCA
ACH-000481,11178236,-2.253392,LUSC
ACH-000743,24894414,4.698855,SCLC
ACH-000922,54685215,-0.421839,ALL
ACH-000061,44632017,1.247907,ALL
ACH-000223,57339144,2.966973,BRCA
ACH-000878,53394750,5.617455,LUSC
ACH-000114,25257557,3.960609,PAAD
ACH-000822,10074640,6.073837,SKCM
ACH-000408,5494449,2.454104,ESCA
ACH-000295,10200390,2.3976,LCML
ACH-000938,10109823,0.953606,ALL
ACH-000751,10390396,-0.293427,LAML
ACH-000609,9952773,4.805727,GBM
ACH-000886,6852167,4.136665,LUAD
ACH-000001,9903786,5.76918,OV
ACH-000812,9863776,3.018533,SKCM
ACH-000075,447912,5.06986,GBM
ACH-000614,11640390,3.232974,SKCM
ACH-000656,521106,0.927959,DLBC
ACH-000929,11617559,5.617882,UNABLE TO CLASSIFY
ACH-000572,24889392,1.077153,SKCM
ACH-000242,11640390,3.820778,BLCA
ACH-000439,11373846,5.875714,LAML
ACH-000639,10109823,2.09713,SCLC
ACH-000644,5291,3.078371,SKCM
ACH-000144,9884685,0.994183,STAD
ACH-000768,2726824,3.072596,BRCA
ACH-000924,16720766,2.639822,UNABLE TO CLASSIFY
ACH-000136,2726824,3.895941,NB
ACH-000672,44819241,3.320846,NA
ACH-000691,16722836,1.85955,BRCA
ACH-000091,9911830,0.527312,OV
ACH-000950,25195352,4.732949,COAD/READ
ACH-000218,56965967,0.851953,LAML
ACH-000249,3463933,4.254878,COAD/READ
ACH-000383,25257557,4.31682,ESCA
ACH-000232,46931012,3.818782,GBM
ACH-000915,10451420,4.093484,SKCM
ACH-000838,9826308,-4.221849,MM
ACH-000644,76044,4.25614,SKCM
ACH-000210,46191454,3.043621,SARC
ACH-000423,24785538,-1.665278,SKCM
ACH-000416,46224516,3.834558,LUAD
ACH-000679,9952773,5.63627,ESCA
ACH-000718,11404337,5.44638,LUAD
ACH-000914,11640390,3.222406,DLBC
ACH-000697,71271629,-0.201904,DLBC
ACH-000858,9858940,4.952493,LUSC
ACH-000738,10096043,-4.59503,GBM
ACH-000054,6918638,0.453935,SARC
ACH-000960,3218,2.274725,ALL
ACH-000464,6918848,0.152913,GBM
ACH-000703,11493598,6.186651,SCLC
ACH-000617,24894414,5.049515,OV
ACH-000151,11707110,1.409199,DLBC
ACH-000639,44462760,4.420876,SCLC
ACH-000105,11844351,-4.191136,ALL
ACH-000929,3218,2.689098,UNABLE TO CLASSIFY
ACH-000674,25167777,-0.058913,STAD
ACH-000112,159324,-2.924263,LAML
ACH-000706,5384616,-2.805367,LUAD
ACH-000400,9874913,4.305097,COAD/READ
ACH-000228,16747388,4.789325,HNSC
ACH-000188,46191454,2.010397,HNSC
ACH-000082,66577006,6.840936,SARC
ACH-000389,10027278,-0.115753,LGG
ACH-000649,9810884,3.46381,KIRC
ACH-000346,25257557,2.656322,CLL
ACH-000106,16038120,2.456284,CLL
ACH-000668,11493598,3.027209,BRCA
ACH-000587,44143370,3.731428,LUAD
ACH-000970,54685215,-0.231109,COAD/READ
ACH-000363,11844351,3.671826,MM
ACH-000770,11640390,2.71741,LAML
ACH-000480,60750,-1.321814,LIHC
ACH-000322,46931012,5.152428,SKCM
ACH-000081,76044,-0.729725,LAML
ACH-000303,9903786,5.819693,STAD
ACH-000061,25195352,4.119002,ALL
ACH-000647,11338033,2.387324,ESCA
ACH-000768,3385,4.797568,BRCA
ACH-000766,20635522,1.918027,LUAD
ACH-000664,76044,2.782864,NA
ACH-000072,5291,-2.514649,LCML
ACH-000752,82146,4.706512,SCLC
ACH-000822,159324,0.697923,SKCM
ACH-000751,11626560,1.836526,LAML
ACH-000298,11617559,4.643865,SCLC
ACH-000343,448013,-7.212215,LUAD
ACH-000656,5311510,1.812304,DLBC
ACH-000067,3796,4.418349,LGG
ACH-000467,9910224,5.438102,COAD/READ
ACH-000201,3796,4.460332,SARC
ACH-000422,10074640,3.362245,LIHC
ACH-000706,2726824,2.175718,LUAD
ACH-000074,46224516,0.99745,LCML
ACH-000546,637858,0.91032,HNSC
ACH-000238,5746,-0.98362,HNSC
ACH-000153,704473,5.059892,MESO
ACH-000065,10390396,-1.455479,LAML
ACH-000937,25124816,2.230503,ALL
ACH-000841,54685215,-1.669894,LUAD
ACH-000504,6918638,0.710397,GBM
ACH-000699,3218,3.404007,BRCA
ACH-000146,24756910,-2.311873,LAML
ACH-000915,9956222,2.326325,SKCM
ACH-000939,57339144,2.2022,SARC
ACH-000421,78243717,5.485281,COAD/READ
ACH-000201,9810884,4.576347,SARC
ACH-000359,9813758,5.823029,SARC
ACH-000637,6445562,4.590889,ESCA
ACH-000824,3463933,1.695418,ESCA
ACH-000374,46224516,5.43324,BRCA
ACH-000554,44819241,4.644864,BRCA
ACH-000362,53394750,1.582958,LAML
ACH-000806,5311510,2.489263,NA
ACH-000096,9813758,1.293424,SARC
ACH-000748,9810884,3.783627,SARC
ACH-000714,6445562,3.5519,MM
ACH-000178,78243717,5.756643,PAAD
ACH-000191,16747388,1.034565,THCA
ACH-000295,11626560,-0.54653,LCML
ACH-000858,11707110,-4.961081,LUSC
ACH-000963,637858,4.401419,COAD/READ
ACH-000664,11640390,2.182792,NA
ACH-000655,2733526,4.264562,GBM
ACH-000335,10096043,1.077657,MESO
ACH-000893,53340664,5.295812,LUAD
ACH-000812,31703,0.912497,SKCM
ACH-000327,25167777,-1.399117,LUAD
ACH-000323,11178236,-5.92074,GBM
ACH-000674,9810884,2.788447,STAD
ACH-000396,54685215,0.229671,BLCA
ACH-000271,3796,3.439514,DLBC
ACH-000867,521106,3.325622,UNABLE TO CLASSIFY
ACH-000425,3463933,-1.145,SKCM
ACH-000257,11485656,2.079184,SCLC
ACH-000949,44551660,3.094781,STAD
ACH-000094,11404337,0.735663,PAAD
ACH-000787,5311510,2.570166,LUAD
ACH-000269,3385,1.484298,GBM
ACH-000800,11282283,5.019793,SCLC
ACH-000346,3218,5.062655,CLL
ACH-000900,9826308,0.066375,LUAD
ACH-000007,10027278,3.176744,COAD/READ
ACH-000067,56965967,3.447119,LGG
ACH-000971,10113978,4.38171,COAD/READ
ACH-000484,53340664,2.675819,KIRC
ACH-000323,5746,0.983833,GBM
ACH-000243,25257557,4.287522,PAAD
ACH-000525,3463933,3.854089,SCLC
ACH-000586,3385,2.486902,SCLC
ACH-000023,44462760,2.804642,PAAD
ACH-000408,11485656,2.984977,ESCA
ACH-000888,9810884,6.571508,LUAD
ACH-000893,6445533,-3.152482,LUAD
ACH-000378,5460769,-1.561271,LUAD
ACH-000472,16722836,2.478467,HNSC
ACH-000570,2733526,3.793923,GBM
ACH-000075,9863776,0.453497,GBM
ACH-000527,46224516,3.433221,OV
ACH-000168,5289247,0.447673,LAML
ACH-000335,49836027,0.175996,MESO
ACH-000472,9911830,0.19228,HNSC
ACH-000287,10027278,0.736033,DLBC
ACH-000425,6918638,0.933192,SKCM
ACH-000822,4263900,5.47071,SKCM
ACH-000295,11338033,-1.197397,LCML
ACH-000223,9874913,4.94652,BRCA
ACH-000835,11493598,5.342702,SARC
ACH-000688,6852167,1.103287,OV
ACH-000153,10109823,1.776743,MESO
ACH-000628,9910224,5.941374,LUAD
ACH-000670,10390396,2.906286,SCLC
ACH-000856,78243717,4.258379,BRCA
ACH-000589,159324,1.518218,LUAD
ACH-000376,10109823,1.372095,GBM
ACH-000042,16725726,4.844554,PAAD
ACH-000755,11634725,4.254255,BRCA
ACH-000776,9884685,-0.729037,MB
ACH-000359,10113978,-0.135792,SARC
ACH-000359,10200390,3.224586,SARC
ACH-000472,5113032,5.38846,HNSC
ACH-000257,11626560,2.943705,SCLC
ACH-000330,6852167,1.590743,BRCA
ACH-000775,9967941,5.956269,NA
ACH-000244,49806720,3.883173,GBM
ACH-000429,46843772,2.940824,KIRC
ACH-000636,11844351,1.82323,ALL
ACH-000587,16720766,1.946045,LUAD
ACH-000835,31703,-0.707634,SARC
ACH-000968,44551660,1.502536,SKCM
ACH-000625,85668777,6.369335,LIHC
ACH-000867,5394,6.28231,UNABLE TO CLASSIFY
ACH-000187,6450816,-2.454497,SCLC
ACH-000257,9810884,5.326941,SCLC
ACH-000012,10451420,5.87137,LUAD
ACH-000980,159324,4.825913,NA
ACH-000770,159324,4.549992,LAML
ACH-000257,9868037,3.198008,SCLC
ACH-000548,16747388,2.451745,HNSC
ACH-000226,2375,1.566969,NA
ACH-000211,10113978,1.565112,MB
ACH-000713,11754511,0.465828,OV
ACH-000846,5280757,-3.75911,HNSC
ACH-000915,9874913,4.498484,SKCM
ACH-000358,5494449,2.092789,SCLC
ACH-000463,25257557,4.690819,NA
ACH-000378,24785538,0.920826,LUAD
ACH-000770,10390396,2.640612,LAML
ACH-000755,42640,5.377954,BRCA
ACH-000722,46191454,5.423251,COAD/READ
ACH-000441,6445562,2.703247,SKCM
ACH-000896,2375,4.765657,BLCA
ACH-000191,3796,4.743061,THCA
ACH-000939,9868037,3.78859,SARC
ACH-000655,10451420,4.925512,GBM
ACH-000379,3218,3.192804,LUAD
ACH-001075,25195352,1.691604,NA
ACH-000334,9903786,1.340316,DLBC
ACH-000694,9952773,3.671981,ESCA
ACH-000599,24756910,-1.661949,PAAD
ACH-000106,6445533,-0.075673,CLL
ACH-000346,11640390,3.613855,CLL
ACH-000171,9903786,3.254994,KIRC
ACH-000559,6918638,-0.744671,SCLC
ACH-000756,9910224,5.166806,LGG
ACH-000301,46943432,0.510193,LCML
ACH-000353,16747388,3.737957,ESCA
ACH-000775,42642645,1.250601,NA
ACH-000311,44819241,1.481396,LUAD
ACH-000935,3796,4.770998,COAD/READ
ACH-000915,3463933,1.153371,SKCM
ACH-000389,2375,1.944924,LGG
ACH-000139,66577006,5.12756,PAAD
ACH-000389,159324,0.144382,LGG
ACH-000320,24785538,-1.429464,PAAD
ACH-000697,44819241,0.796387,DLBC
ACH-000153,42640,4.022199,MESO
ACH-000019,10096043,-5.359674,BRCA
ACH-000094,9956222,3.471287,PAAD
ACH-000236,46943432,3.822178,COAD/READ
ACH-000938,9810884,0.145328,ALL
ACH-000983,24772860,-3.140174,LCML
ACH-000073,66577006,4.502183,DLBC
ACH-000389,9956222,3.352085,LGG
ACH-000341,3463933,2.948262,NB
ACH-000352,3218,3.490684,BRCA
ACH-000609,10390396,3.115504,GBM
ACH-000720,66577006,5.669212,BLCA
ACH-000987,176167,5.819747,SKCM
ACH-000273,31703,-2.145729,LGG
ACH-000144,56965967,2.736154,STAD
ACH-000303,25167777,0.283495,STAD
ACH-000432,10109823,1.977078,LCML
ACH-000770,31703,1.29698,LAML
ACH-000633,521106,3.585255,STAD
ACH-000001,25102847,4.664794,OV
ACH-000551,3796,3.348002,LCML
ACH-000361,11178236,-3.02949,LIHC
ACH-000244,11178236,-5.531879,GBM
ACH-000149,16747388,3.899588,NB
ACH-000211,6753378,0.385836,MB
ACH-000062,9910224,5.471402,LUAD
ACH-000775,25126798,5.67714,NA
ACH-000986,46943432,4.21327,COAD/READ
ACH-000855,3385,2.629174,ESCA
ACH-000332,9903786,3.615021,PAAD
ACH-000662,44632017,1.420208,NA
ACH-000548,56965967,2.670798,HNSC
ACH-000138,10200390,2.060515,PAAD
ACH-000719,9810884,6.005318,OV
ACH-000818,46843772,6.87734,BRCA
ACH-000563,9858940,4.995237,LUSC
ACH-000846,8249,7.87074,HNSC
ACH-000399,25102847,2.140635,SCLC
ACH-000350,448013,-0.46276,COAD/READ
ACH-000621,46191454,4.08231,BRCA
ACH-000950,11707110,-3.007952,COAD/READ
ACH-000178,704473,5.912379,PAAD
ACH-000515,10096043,-1.475885,SCLC
ACH-000112,24825971,1.466156,LAML
ACH-000821,85668777,6.256988,MM
ACH-000965,24772860,-1.234129,UCEC
ACH-000242,2375,5.069515,BLCA
ACH-000348,11754511,2.298717,SKCM
ACH-000781,6918848,0.804508,LUAD
ACH-000971,2375,4.583673,COAD/READ
ACH-000792,46191454,4.884484,KIRC
ACH-000841,159324,0.783871,LUAD
ACH-000329,66577006,4.435671,GBM
ACH-000190,11754511,1.772358,NA
ACH-000816,25022668,3.38754,SCLC
ACH-000188,25195352,2.871029,HNSC
ACH-000493,54676905,5.000045,LIHC
ACH-000643,10109823,2.063663,BRCA
ACH-000980,3463933,4.02522,NA
ACH-000002,9813758,2.647376,LAML
ACH-000841,44143370,2.928531,LUAD
ACH-000767,46224516,2.94099,SCLC
ACH-000986,11640390,3.461187,COAD/READ
ACH-000374,6445533,-3.209386,BRCA
ACH-000852,71271629,2.539903,LUAD
ACH-000611,6450816,-4.709947,DLBC
ACH-000042,44462760,2.339752,PAAD
ACH-000986,24894414,3.725739,COAD/READ
ACH-000867,3385,4.393073,UNABLE TO CLASSIFY
ACH-000534,53340664,2.581389,DLBC
ACH-000698,10109823,2.663418,SCLC
ACH-000218,11282283,3.48005,LAML
ACH-000334,11625818,5.383186,DLBC
ACH-000609,5494449,-0.182104,GBM
ACH-000655,76044,1.334632,GBM
ACH-000508,5113032,6.136342,SCLC
ACH-000953,11617559,4.677127,ALL
ACH-000210,447912,4.162762,SARC
ACH-000356,4263900,1.721837,STAD
ACH-000447,11625818,4.74037,LUAD
ACH-000855,25124816,2.446857,ESCA
ACH-000484,5289247,3.559385,KIRC
ACH-000111,9967941,3.827994,BRCA
ACH-000372,46224516,2.331452,ALL
ACH-000950,16722836,4.054515,COAD/READ
ACH-000691,25102847,4.236515,BRCA
ACH-000243,31703,1.328872,PAAD
ACH-000951,25022668,0.734456,LUAD
ACH-000603,11493598,5.63417,UNABLE TO CLASSIFY
ACH-000663,11373846,4.96863,OV
ACH-000116,60750,-2.846289,OV
ACH-000070,85668777,5.860414,ALL
ACH-000493,11485656,2.925847,LIHC
ACH-000755,76044,1.456457,BRCA
ACH-000048,3796,2.230543,OV
ACH-000294,10451420,0.907648,LAML
ACH-000047,16725726,4.494754,STAD
ACH-000439,46943432,1.00658,LAML
ACH-000843,11178236,-5.819849,LUSC
ACH-000706,49821040,4.879658,LUAD
ACH-000181,447912,3.264982,HNSC
ACH-000356,11634725,1.907288,STAD
ACH-000713,24772860,-2.184352,OV
ACH-000826,2733526,4.007657,UNABLE TO CLASSIFY
ACH-000222,85668777,5.182252,PAAD
ACH-000985,16038120,-0.621675,COAD/READ
ACH-000555,85668777,6.807413,KIRC
ACH-000859,11634725,4.730467,BRCA
ACH-000475,9813758,5.858362,LIHC
ACH-000304,6918638,-0.09361,SKCM
ACH-000698,2726824,3.054816,SCLC
ACH-000223,6450816,-1.18856,BRCA
ACH-000573,4263900,5.406808,BRCA
ACH-000790,11626560,2.658393,SCLC
ACH-000320,44462760,1.221678,PAAD
ACH-000146,11640390,3.342303,LAML
ACH-000236,6918848,-0.523284,COAD/READ
ACH-000118,11338033,1.460221,PAAD
ACH-000171,24894414,4.306695,KIRC
ACH-000530,6918638,1.385139,SCLC
ACH-000363,176167,2.161572,MM
ACH-000932,11178236,-3.088807,STAD
ACH-000311,521106,2.814108,LUAD
ACH-000725,25102847,4.891418,BRCA
ACH-000545,10109823,3.974851,BLCA
ACH-000399,704473,4.827153,SCLC
ACH-000352,25022668,5.328399,BRCA
ACH-000073,521106,4.721143,DLBC
ACH-000910,25102847,3.753158,BRCA
ACH-000927,25124816,1.963091,BRCA
ACH-000389,54676905,3.508985,LGG
ACH-000099,5291,3.191273,NB
ACH-000573,60750,-0.300966,BRCA
ACH-000228,25257557,5.011614,HNSC
ACH-000124,447912,4.025837,DLBC
ACH-000048,11625818,4.796434,OV
ACH-000191,2733526,3.388907,THCA
ACH-000869,521106,6.253172,LUAD
ACH-000301,9813758,2.634546,LCML
ACH-000624,447912,3.759732,BRCA
ACH-000995,11707110,1.082476,ALL
ACH-001075,46843772,2.333029,NA
ACH-000655,5394,5.026016,GBM
ACH-000694,5494449,0.398088,ESCA
ACH-000171,637858,1.70984,KIRC
ACH-000107,11485656,2.55312,PAAD
ACH-000664,6918848,0.278668,NA
ACH-000380,6753378,0.873762,MM
ACH-000639,644215,-1.619158,SCLC
ACH-000821,44224160,-1.592598,MM
ACH-000930,11625818,3.384638,BRCA
ACH-000841,11634725,1.298271,LUAD
ACH-000394,53340664,3.601996,SCLC
ACH-000637,11634725,3.530241,ESCA
ACH-000386,11634725,2.083104,LAML
ACH-000245,3385,2.371035,DLBC
ACH-000465,10027278,4.792838,SKCM
ACH-000142,44819241,1.141883,BLCA
ACH-000361,2726824,2.183053,LIHC
ACH-000938,9826308,-4.132255,ALL
ACH-000874,44224160,-2.816488,ALL
ACH-000586,10074640,4.650852,SCLC
ACH-000420,446378,-4.783023,LIHC
ACH-000624,85668777,5.378302,BRCA
ACH-000971,10200390,1.34324,COAD/READ
ACH-000935,5460769,1.11704,COAD/READ
ACH-000514,60750,0.819877,SCLC
ACH-000171,46224516,5.870563,KIRC
ACH-000536,11640390,3.846094,BRCA
ACH-000058,5280757,-4.096168,THCA
ACH-000047,54676905,4.047623,STAD
ACH-000567,11626560,0.428066,DLBC
ACH-000689,6450816,0.96982,SARC
ACH-000589,10113978,3.238071,LUAD
ACH-000980,46843772,2.779669,NA
ACH-000094,25167777,-4.754165,PAAD
ACH-000298,2375,4.805341,SCLC
ACH-000652,6914657,-2.446801,PAAD
ACH-000091,57339144,2.466326,OV
ACH-000818,2733526,6.105641,BRCA
ACH-000336,9826308,-3.552699,LAML
ACH-000081,49821040,2.323372,LAML
ACH-000129,44462760,4.368663,SCLC
ACH-000805,57339144,2.796384,SKCM
ACH-000433,9956222,2.78019,KIRC
ACH-000378,44462760,1.130877,LUAD
ACH-000147,5394,6.662296,BRCA
ACH-000504,10074640,4.90498,GBM
ACH-000153,6445533,-2.405526,MESO
ACH-000781,49806720,4.627149,LUAD
ACH-000595,11640390,2.828725,GBM
ACH-000238,9858940,5.318257,HNSC
ACH-000861,56965967,2.966416,LUAD
ACH-000681,11707110,-4.969877,LUAD
ACH-000927,9884685,-1.069443,BRCA
ACH-000254,9952773,4.900957,HNSC
ACH-000913,11625818,4.403423,UCEC
ACH-000437,53340664,4.368824,GBM
ACH-000103,2733526,4.731535,OV
ACH-000875,78243717,5.301283,LUAD
ACH-000378,49806720,2.62931,LUAD
ACH-000318,9903786,3.89967,ESCA
ACH-000359,11338033,5.090022,SARC
ACH-000855,11634725,3.440527,ESCA
ACH-000861,10390396,3.26008,LUAD
ACH-000090,11617559,5.660185,PRAD
ACH-000260,637858,1.319435,NB
ACH-000547,5460769,0.999176,BLCA
ACH-000615,46224516,1.054464,SKCM
ACH-000008,11485656,3.084466,SKCM
ACH-000270,6445562,-0.367467,PAAD
ACH-000693,24951314,0.706657,ESCA
ACH-000750,57339144,2.166767,SKCM
ACH-000451,10451420,3.709772,LUAD
ACH-000295,10074640,-1.20863,LCML
ACH-000410,56962337,2.777415,SARC
ACH-000551,10109823,2.999705,LCML
ACH-000697,2375,3.09702,DLBC
ACH-000383,10027278,2.259102,ESCA
ACH-000437,637858,2.36329,GBM
ACH-000560,24894414,3.185288,STAD
ACH-000392,11647372,-0.42761,LUAD
ACH-000652,159324,0.353198,PAAD
ACH-000815,11373846,4.548633,NA
ACH-000896,24889392,2.654039,BLCA
ACH-000434,159324,0.462642,NA
ACH-000987,9911830,0.79879,SKCM
ACH-000585,9858940,4.837644,LUSC
ACH-000917,9952773,2.954265,ESCA
ACH-000562,10096043,-1.770363,LUAD
ACH-000287,42642645,-1.120961,DLBC
ACH-000052,56965967,3.874072,SARC
ACH-000792,637858,0.526083,KIRC
ACH-000309,44632017,1.075244,LUAD
ACH-000565,53340664,4.874705,COAD/READ
ACH-000875,11647372,1.102321,LUAD
ACH-001075,53394750,2.916971,NA
ACH-000776,5291,3.413655,MB
ACH-000720,11617559,6.016342,BLCA
ACH-000605,53340664,2.940488,ESCA
ACH-000190,10113978,4.197004,NA
ACH-000803,20635522,3.231146,SCLC
ACH-000997,8249,7.039555,COAD/READ
ACH-000353,24772860,-1.343065,ESCA
ACH-000106,16663089,4.06409,CLL
ACH-000927,5311510,3.292515,BRCA
ACH-000463,46191454,4.687167,NA
ACH-000619,24951314,1.553953,HNSC
ACH-000052,9858940,2.605728,SARC
ACH-000343,44224160,4.72025,LUAD
ACH-000821,5311510,2.357032,MM
ACH-000920,10390396,2.173351,LCML
ACH-000987,44632017,1.950442,SKCM
ACH-000464,78243717,5.166891,GBM
ACH-000625,11647372,2.052237,LIHC
ACH-000411,24756910,-0.094228,KIRC
ACH-000371,2375,2.424919,DLBC
ACH-000024,9826308,-2.241564,MM
ACH-000787,10390396,2.344203,LUAD
ACH-000346,521106,3.605577,CLL
ACH-000570,85668777,5.824523,GBM
ACH-000055,10200390,2.287948,MB
ACH-000997,3463933,1.846174,COAD/READ
ACH-000624,24951314,0.863972,BRCA
ACH-000350,85668777,4.823248,COAD/READ
ACH-000905,46224516,2.240319,BLCA
ACH-000223,446378,-7.231768,BRCA
ACH-000347,46224516,4.248495,PAAD
ACH-000258,10200390,0.748963,BRCA
ACH-000190,176167,2.611491,NA
ACH-000551,42640,3.220318,LCML
ACH-000113,5384616,-1.569692,LAML
ACH-000309,11754511,2.95785,LUAD
ACH-000514,11364421,-0.905314,SCLC
ACH-000544,46224516,1.714642,ESCA
ACH-000970,24889392,2.654569,COAD/READ
ACH-000936,6450816,-1.267889,OV
ACH-000315,11373846,3.89341,DLBC
ACH-000482,10074640,4.659625,LUAD
ACH-000198,16038120,1.88836,LAML
ACH-000227,9858940,1.802425,NB
ACH-001106,11626560,2.056427,ALL
ACH-000647,25195352,6.035639,ESCA
ACH-000652,9868037,4.088006,PAAD
ACH-000159,6918848,0.152973,KIRC
ACH-000922,71271629,1.995732,ALL
ACH-000832,2733526,2.327374,HNSC
ACH-000067,25124816,1.940608,LGG
ACH-000204,11634725,2.529345,MM
ACH-000654,11625818,5.492036,DLBC
ACH-000046,44143370,3.400225,KIRC
ACH-000200,82146,2.937305,LGG
ACH-000264,16760646,1.752969,LUAD
ACH-000985,24825971,1.785248,COAD/READ
ACH-000373,44819241,2.657034,LAML
ACH-000652,11404337,-3.431795,PAAD
ACH-000315,46224516,2.326237,DLBC
ACH-000767,8249,7.474084,SCLC
ACH-000441,3385,5.935547,SKCM
ACH-000534,11844351,3.687936,DLBC
ACH-000298,5113032,5.268608,SCLC
ACH-000092,11634725,4.810861,MESO
ACH-000702,24951314,-0.47365,NA
ACH-000304,11707110,-3.832878,SKCM
ACH-000258,2375,1.367395,BRCA
ACH-000730,6450816,0.189086,SKCM
ACH-000024,9884685,-0.752151,MM
ACH-000009,16722836,2.827626,COAD/READ
ACH-000802,66577006,4.435601,BLCA
ACH-000950,4263900,1.319494,COAD/READ
ACH-000987,11282283,3.924338,SKCM
ACH-000491,24894414,3.210073,COAD/READ
ACH-000146,5311510,2.386306,LAML
ACH-000250,46224516,6.415684,KIRC
ACH-000551,5291,-0.35864,LCML
ACH-000322,11647372,3.408695,SKCM
ACH-000822,53340664,1.644973,SKCM
ACH-000364,44143370,5.822992,SARC
ACH-000647,49836027,-1.459044,ESCA
ACH-000482,10113978,2.914943,LUAD
ACH-000117,9910224,5.182253,BRCA
ACH-000628,46885626,2.266409,LUAD
ACH-000530,25167777,-4.585088,SCLC
ACH-000356,3796,5.490095,STAD
ACH-000232,11493598,5.405582,GBM
ACH-000356,6445533,-2.174964,STAD
ACH-000392,25257557,5.676249,LUAD
ACH-000981,9884685,-0.642782,ALL
ACH-000361,24894414,3.128357,LIHC
ACH-000189,448013,-3.876079,KIRC
ACH-000374,9813758,3.274005,BRCA
ACH-000411,31703,-3.828957,KIRC
ACH-000956,3385,0.597963,PRAD
ACH-000475,6753378,3.505197,LIHC
ACH-000472,11373846,5.029638,HNSC
ACH-000886,71271629,3.082765,LUAD
ACH-000963,25126798,4.188727,COAD/READ
ACH-000816,9911830,0.172917,SCLC
ACH-000521,9911830,0.457967,LUAD
ACH-000930,6445533,-3.125386,BRCA
ACH-000375,24772860,-0.455564,SARC
ACH-000749,11625818,4.125803,SCLC
ACH-000674,11754511,3.933159,STAD
ACH-001075,57339144,2.721659,NA
